period,sp_price,dividend,earnings,cpi,long_rate
1892-02-01,5.52,0.2233,0.345,7.33,3.61
1892-03-01,5.58,0.225,0.3475,7.14,3.62
1892-04-01,5.57,0.2267,0.35,7.04,3.64
1892-05-01,5.57,0.2283,0.3525,7.04,3.65
1892-06-01,5.54,0.23,0.355,7.04,3.66
1892-07-01,5.54,0.2317,0.3575,7.23,3.67
1892-08-01,5.62,0.2333,0.36,7.33,3.69
1892-09-01,5.48,0.235,0.3625,7.33,3.7
1892-10-01,5.59,0.2367,0.365,7.33,3.71
1892-11-01,5.57,0.2383,0.3675,7.52,3.73
1892-12-01,5.51,0.24,0.37,7.61,3.74
1893-01-01,5.61,0.2408,0.3608,7.9,3.75
1893-02-01,5.51,0.2417,0.3517,7.99,3.75
1893-03-01,5.31,0.2425,0.3425,7.8,3.74
1893-04-01,5.31,0.2433,0.3333,7.71,3.74
1893-05-01,4.84,0.2442,0.3242,7.61,3.73
1893-06-01,4.61,0.245,0.315,7.42,3.73
1893-07-01,4.18,0.2458,0.3058,7.23,3.73
1893-08-01,4.08,0.2467,0.2967,6.95,3.72
1893-09-01,4.37,0.2475,0.2875,7.23,3.72
1893-10-01,4.5,0.2483,0.2783,7.33,3.71
1893-11-01,4.57,0.2492,0.2692,7.14,3.71
1893-12-01,4.41,0.25,0.26,7.04,3.7
1894-01-01,4.32,0.2467,0.2517,6.85,3.7
1894-02-01,4.38,0.2433,0.2433,6.76,3.68
1894-03-01,4.51,0.24,0.235,6.57,3.66
1894-04-01,4.57,0.2367,0.2267,6.57,3.64
1894-05-01,4.4,0.2333,0.2183,6.57,3.62
1894-06-01,4.34,0.23,0.21,6.57,3.6
1894-07-01,4.25,0.2267,0.2017,6.57,3.58
1894-08-01,4.41,0.2233,0.1933,6.76,3.56
1894-09-01,4.48,0.22,0.185,6.85,3.54
1894-10-01,4.34,0.2167,0.1767,6.66,3.52
1894-11-01,4.34,0.2133,0.1683,6.66,3.5
1894-12-01,4.3,0.21,0.16,6.57,3.48
1895-01-01,4.25,0.2083,0.1675,6.57,3.46
1895-02-01,4.19,0.2067,0.175,6.57,3.47
1895-03-01,4.19,0.205,0.1825,6.57,3.48
1895-04-01,4.37,0.2033,0.19,6.85,3.5
1895-05-01,4.61,0.2017,0.1975,6.95,3.51
1895-06-01,4.7,0.2,0.205,7.04,3.52
1895-07-01,4.72,0.1983,0.2125,6.95,3.53
1895-08-01,4.79,0.1967,0.22,6.85,3.54
1895-09-01,4.82,0.195,0.2275,6.85,3.55
1895-10-01,4.75,0.1933,0.235,6.85,3.56
1895-11-01,4.59,0.1917,0.2425,6.85,3.58
1895-12-01,4.32,0.19,0.25,6.76,3.59
1896-01-01,4.27,0.1892,0.2467,6.66,3.6
1896-02-01,4.45,0.1883,0.2433,6.57,3.58
1896-03-01,4.38,0.1875,0.24,6.57,3.57
1896-04-01,4.42,0.1867,0.2367,6.47,3.55
1896-05-01,4.4,0.1858,0.2333,6.37,3.53
1896-06-01,4.32,0.185,0.23,6.28,3.52
1896-07-01,4.04,0.1842,0.2267,6.28,3.5
1896-08-01,3.81,0.1833,0.2233,6.28,3.48
1896-09-01,4.01,0.1825,0.22,6.28,3.47
1896-10-01,4.1,0.1817,0.2167,6.47,3.45
1896-11-01,4.38,0.1808,0.2133,6.66,3.43
1896-12-01,4.22,0.18,0.21,6.66,3.42
1897-01-01,4.22,0.18,0.2183,6.47,3.4
1897-02-01,4.18,0.18,0.2267,6.47,3.4
1897-03-01,4.19,0.18,0.235,6.47,3.39
1897-04-01,4.06,0.18,0.2433,6.37,3.39
1897-05-01,4.08,0.18,0.2517,6.28,3.38
1897-06-01,4.27,0.18,0.26,6.28,3.38
1897-07-01,4.46,0.18,0.2683,6.28,3.38
1897-08-01,4.75,0.18,0.2767,6.57,3.37
1897-09-01,4.98,0.18,0.285,6.76,3.37
1897-10-01,4.82,0.18,0.2933,6.66,3.36
1897-11-01,4.65,0.18,0.3017,6.66,3.36
1897-12-01,4.75,0.18,0.31,6.66,3.35
1898-01-01,4.88,0.1817,0.3133,6.66,3.35
1898-02-01,4.87,0.1833,0.3167,6.76,3.33
1898-03-01,4.65,0.185,0.32,6.76,3.31
1898-04-01,4.57,0.1867,0.3233,6.76,3.29
1898-05-01,4.87,0.1883,0.3267,7.23,3.27
1898-06-01,5.06,0.19,0.33,6.76,3.25
1898-07-01,5.08,0.1917,0.3333,6.66,3.23
1898-08-01,5.27,0.1933,0.3367,6.66,3.2
1898-09-01,5.26,0.195,0.34,6.66,3.18
1898-10-01,5.15,0.1967,0.3433,6.66,3.16
1898-11-01,5.32,0.1983,0.3467,6.66,3.14
1898-12-01,5.65,0.2,0.35,6.76,3.12
1899-01-01,6.08,0.2008,0.3608,6.76,3.1
1899-02-01,6.31,0.2017,0.3717,6.95,3.1
1899-03-01,6.4,0.2025,0.3825,6.95,3.11
1899-04-01,6.48,0.2033,0.3933,7.04,3.11
1899-05-01,6.21,0.2042,0.4042,7.04,3.12
1899-06-01,6.07,0.205,0.415,7.14,3.12
1899-07-01,6.28,0.2058,0.4258,7.23,3.12
1899-08-01,6.44,0.2067,0.4367,7.33,3.13
1899-09-01,6.37,0.2075,0.4475,7.61,3.13
1899-10-01,6.34,0.2083,0.4583,7.71,3.14
1899-11-01,6.46,0.2092,0.4692,7.8,3.14
1899-12-01,6.02,0.21,0.48,7.9,3.15
1900-01-01,6.1,0.2175,0.48,7.9,3.15
1900-02-01,6.21,0.225,0.48,7.99,3.15
1900-03-01,6.26,0.2325,0.48,7.99,3.14
1900-04-01,6.34,0.24,0.48,7.99,3.14
1900-05-01,6.04,0.2475,0.48,7.8,3.13
1900-06-01,5.86,0.255,0.48,7.71,3.13
1900-07-01,5.86,0.2625,0.48,7.8,3.12
1900-08-01,5.94,0.27,0.48,7.71,3.12
1900-09-01,5.8,0.2775,0.48,7.8,3.12
1900-10-01,6.01,0.285,0.48,7.71,3.11
1900-11-01,6.48,0.2925,0.48,7.71,3.11
1900-12-01,6.87,0.3,0.48,7.61,3.1
1901-01-01,7.07,0.3017,0.4817,7.71,3.1
1901-02-01,7.25,0.3033,0.4833,7.61,3.11
1901-03-01,7.51,0.305,0.485,7.61,3.11
1901-04-01,8.14,0.3067,0.4867,7.52,3.12
1901-05-01,7.73,0.3083,0.4883,7.52,3.13
1901-06-01,8.5,0.31,0.49,7.52,3.13
1901-07-01,7.93,0.3117,0.4917,7.61,3.14
1901-08-01,8.04,0.3133,0.4933,7.71,3.15
1901-09-01,8.,0.315,0.495,7.8,3.15
1901-10-01,7.91,0.3167,0.4967,7.8,3.16
1901-11-01,8.08,0.3183,0.4983,7.9,3.17
1901-12-01,7.95,0.32,0.5,7.99,3.17
1902-01-01,8.12,0.3208,0.5108,7.9,3.18
1902-02-01,8.19,0.3217,0.5217,7.9,3.19
1902-03-01,8.2,0.3225,0.5325,7.9,3.2
1902-04-01,8.48,0.3233,0.5433,7.99,3.21
1902-05-01,8.46,0.3242,0.5542,8.09,3.22
1902-06-01,8.41,0.325,0.565,8.18,3.23
1902-07-01,8.6,0.3258,0.5758,8.18,3.24
1902-08-01,8.83,0.3267,0.5867,8.09,3.25
1902-09-01,8.85,0.3275,0.5975,8.18,3.26
1902-10-01,8.57,0.3283,0.6083,8.75,3.27
1902-11-01,8.24,0.3292,0.6192,8.47,3.28
1902-12-01,8.05,0.33,0.63,8.56,3.29
1903-01-01,8.46,0.3317,0.6217,8.66,3.3
1903-02-01,8.41,0.3333,0.6133,8.66,3.31
1903-03-01,8.08,0.335,0.605,8.37,3.32
1903-04-01,7.75,0.3367,0.5967,8.37,3.33
1903-05-01,7.6,0.3383,0.5883,8.18,3.33
1903-06-01,7.18,0.34,0.58,8.18,3.34
1903-07-01,6.85,0.3417,0.5717,8.18,3.35
1903-08-01,6.63,0.3433,0.5633,8.18,3.36
1903-09-01,6.47,0.345,0.555,8.28,3.37
1903-10-01,6.26,0.3467,0.5467,8.18,3.37
1903-11-01,6.28,0.3483,0.5383,8.09,3.38
1903-12-01,6.57,0.35,0.53,8.09,3.39
1904-01-01,6.68,0.3467,0.5267,8.28,3.4
1904-02-01,6.5,0.3433,0.5233,8.47,3.41
1904-03-01,6.48,0.34,0.52,8.37,3.41
1904-04-01,6.64,0.3367,0.5167,8.28,3.42
1904-05-01,6.5,0.3333,0.5133,8.09,3.43
1904-06-01,6.51,0.33,0.51,8.09,3.43
1904-07-01,6.78,0.3267,0.5067,8.09,3.44
1904-08-01,7.01,0.3233,0.5033,8.18,3.45
1904-09-01,7.32,0.32,0.5,8.28,3.45
1904-10-01,7.75,0.3167,0.4967,8.28,3.46
1904-11-01,8.17,0.3133,0.4933,8.47,3.47
1904-12-01,8.25,0.31,0.49,8.47,3.47
1905-01-01,8.43,0.3117,0.505,8.47,3.48
1905-02-01,8.8,0.3133,0.52,8.47,3.48
1905-03-01,9.05,0.315,0.535,8.37,3.47
1905-04-01,8.94,0.3167,0.55,8.37,3.47
1905-05-01,8.5,0.3183,0.565,8.28,3.46
1905-06-01,8.6,0.32,0.58,8.28,3.46
1905-07-01,8.87,0.3217,0.595,8.28,3.46
1905-08-01,9.2,0.3233,0.61,8.37,3.45
1905-09-01,9.23,0.325,0.625,8.28,3.45
1905-10-01,9.36,0.3267,0.64,8.28,3.44
1905-11-01,9.31,0.3283,0.655,8.37,3.44
1905-12-01,9.54,0.33,0.67,8.47,3.43
1906-01-01,9.87,0.3358,0.6775,8.47,3.43
1906-02-01,9.8,0.3417,0.685,8.47,3.45
1906-03-01,9.56,0.3475,0.6925,8.47,3.47
1906-04-01,9.43,0.3533,0.7,8.47,3.49
1906-05-01,9.18,0.3592,0.7075,8.56,3.51
1906-06-01,9.3,0.365,0.715,8.56,3.53
1906-07-01,9.06,0.3708,0.7225,8.28,3.55
1906-08-01,9.73,0.3767,0.73,8.47,3.57
1906-09-01,10.03,0.3825,0.7375,8.56,3.59
1906-10-01,9.73,0.3883,0.745,8.75,3.61
1906-11-01,9.93,0.3942,0.7525,8.85,3.63
1906-12-01,9.84,0.4,0.76,8.94,3.65
1907-01-01,9.56,0.4033,0.7517,8.85,3.67
1907-02-01,9.26,0.4067,0.7433,9.04,3.69
1907-03-01,8.35,0.41,0.735,8.94,3.7
1907-04-01,8.39,0.4133,0.7267,8.94,3.72
1907-05-01,8.1,0.4167,0.7183,9.13,3.74
1907-06-01,7.84,0.42,0.71,9.23,3.75
1907-07-01,8.14,0.4233,0.7017,9.23,3.77
1907-08-01,7.53,0.4267,0.6933,9.23,3.79
1907-09-01,7.45,0.43,0.685,9.23,3.8
1907-10-01,6.64,0.4333,0.6767,9.32,3.82
1907-11-01,6.25,0.4367,0.6683,8.94,3.84
1907-12-01,6.57,0.44,0.66,8.75,3.85
1908-01-01,6.85,0.4367,0.6533,8.66,3.87
1908-02-01,6.6,0.4333,0.6467,8.56,3.86
1908-03-01,6.87,0.43,0.64,8.56,3.85
1908-04-01,7.24,0.4267,0.6333,8.66,3.84
1908-05-01,7.63,0.4233,0.6267,8.66,3.83
1908-06-01,7.64,0.42,0.62,8.66,3.82
1908-07-01,7.92,0.4167,0.6133,8.75,3.81
1908-08-01,8.26,0.4133,0.6067,8.75,3.81
1908-09-01,8.17,0.41,0.6,8.75,3.8
1908-10-01,8.27,0.4067,0.5933,8.85,3.79
1908-11-01,8.83,0.4033,0.5867,8.94,3.78
1908-12-01,9.03,0.4,0.58,9.04,3.77
1909-01-01,9.06,0.4033,0.595,8.94,3.76
1909-02-01,8.8,0.4067,0.61,9.04,3.77
1909-03-01,8.92,0.41,0.625,9.04,3.78
1909-04-01,9.32,0.4133,0.64,9.23,3.8
1909-05-01,9.63,0.4167,0.655,9.32,3.81
1909-06-01,9.8,0.42,0.67,9.42,3.82
1909-07-01,9.94,0.4233,0.685,9.42,3.83
1909-08-01,10.18,0.4267,0.7,9.51,3.85
1909-09-01,10.19,0.43,0.715,9.61,3.86
1909-10-01,10.23,0.4333,0.73,9.8,3.87
1909-11-01,10.18,0.4367,0.745,9.9,3.88
1909-12-01,10.3,0.44,0.76,9.99,3.9
1910-01-01,10.08,0.4425,0.7575,9.9,3.91
1910-02-01,9.72,0.445,0.755,9.9,3.92
1910-03-01,9.96,0.4475,0.7525,10.09,3.92
1910-04-01,9.72,0.45,0.75,10.18,3.93
1910-05-01,9.56,0.4525,0.7475,9.99,3.93
1910-06-01,9.1,0.455,0.745,9.9,3.94
1910-07-01,8.64,0.4575,0.7425,9.9,3.95
1910-08-01,8.85,0.46,0.74,9.8,3.95
1910-09-01,8.91,0.4625,0.7375,9.7,3.96
1910-10-01,9.32,0.465,0.735,9.42,3.96
1910-11-01,9.31,0.4675,0.7325,9.23,3.97
1910-12-01,9.05,0.47,0.73,9.23,3.97
1911-01-01,9.27,0.47,0.7183,9.23,3.98
1911-02-01,9.43,0.47,0.7067,8.94,3.98
1911-03-01,9.32,0.47,0.695,9.04,3.98
1911-04-01,9.28,0.47,0.6833,8.75,3.99
1911-05-01,9.48,0.47,0.6717,8.75,3.99
1911-06-01,9.67,0.47,0.66,8.75,3.99
1911-07-01,9.63,0.47,0.6483,8.85,4.
1911-08-01,9.17,0.47,0.6367,9.13,4.
1911-09-01,8.67,0.47,0.625,9.23,4.
1911-10-01,8.72,0.47,0.6133,9.23,4.
1911-11-01,9.07,0.47,0.6017,9.13,4.
1911-12-01,9.11,0.47,0.59,9.04,4.01
1912-01-01,9.12,0.4708,0.5992,9.13,4.01
1912-02-01,9.04,0.4717,0.6083,9.23,4.05
1912-03-01,9.3,0.4725,0.6175,9.42,4.08
1912-04-01,9.59,0.4733,0.6267,9.7,4.12
1912-05-01,9.58,0.4742,0.6358,9.7,4.16
1912-06-01,9.58,0.475,0.645,9.61,4.19
1912-07-01,9.59,0.4758,0.6542,9.61,4.23
1912-08-01,9.81,0.4767,0.6633,9.7,4.27
1912-09-01,9.86,0.4775,0.6725,9.8,4.3
1912-10-01,9.84,0.4783,0.6817,9.8,4.34
1912-11-01,9.73,0.4792,0.6908,9.8,4.38
1912-12-01,9.38,0.48,0.7,9.7,4.41
1913-01-01,9.3,0.48,0.6942,9.8,4.45
1913-02-01,8.97,0.48,0.6883,9.8,4.43
1913-03-01,8.8,0.48,0.6825,9.8,4.4
1913-04-01,8.79,0.48,0.6767,9.8,4.38
